id,prompt,step,cfg,sampler,width,height,token_count,timestamp
15709,"colorful clouds like fabric of time, surrounded by lightning, Colorful Space Landscape Canvas Art Print",20,7.0,8,512,512,17,0
40048,"octane render by robert hubert and weta digital, inside a high - end exotic colorful pastel vintage urinals in space lobby, deep depth of field, 8 k, cinema 4 d, raytraced lighting and reflections, very sharp focus, crisp render, trending on cgsociety ",20,10.0,8,768,768,62,0
50012,"cyber cyborg ninja mask helmet metal gear solid artic suit swat commando andy warhol style, aesthetic octane render, 8 k hd resolution, by ilya kuvshinov and cushart krentz and gilleard james, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination colorful background ",20,7.0,8,512,768,90,0
7287,"an elaborately decorated ornate glass and cast iron terrarium containing a miniature circle of standing stones, by paulette tavormina and michael whelan and donato giancola, terrarium with intricate geometric decoration, on a sumptuous velvet tablecloth, in a dark dusty parlor, hyper realistic, extremely detailed, dramatic lighting, victorian, octane render, featured on artstation ",20,7.0,8,512,512,78,0
16288,"mosaic portrait of Emmanuel macron with robot ears, 4k, intricate details, digital, moon in the background",20,7.0,8,512,512,22,0
7797,"a painting by edward hopper of three goths loitering in the shade, talking beneath a cherry blossom outside a blockbuster video store. ",50,7.0,8,512,512,27,0
54552,"movie still of a cyborg, cinematic composition, cinematic light, by edgar wright ",20,7.0,8,512,512,16,0
42880,"zyzz working outmovie still, film grain ",20,7.0,8,1024,512,11,0
57155,"a sphere being covered by extremely detailed splatters of abstract paint, engulfed in flames in the style of, pascal blanche, surreal, beksinski, high detailed ",20,7.0,8,512,512,33,0
55394,"a photograph of the ultimate warrior flexing at a 8 0 s burger king, kodachrome, cinecolor, 8 k, high resolution, ",20,7.0,8,512,896,30,0
5841,"a portrait of a noble lord with a metal mask in a scenic environment by josan gonzalez and moebius, castle in the background, ",20,7.0,8,512,512,27,0
24572,"Maika Monroe Batgirl, redhead, no mask, illustration, artstation, cinematic lighting, hyperdetailed, cgsociety, 8k, high resolution, Charlie Bowater, Tom Bagshaw, Norman Rockwell, insanely detailed and intricate",20,14.0,8,512,640,52,0
51042,"orientalism barbie doll by edwin longsden long and theodore ralli and nasreddine dinet and adam styka, masterful intricate art. oil on canvas, excellent lighting, high detail 8 k ",20,7.0,8,512,512,41,0
27960,"incredibly detailed 100 year old Morton Bay fig bonsai planted in, Upside-down ancient intricate red samurai helmet, volcanic rocks, photorealistic, vulumetric lighting, exquisite detail, vray 4k highly detailed, no dof",20,7.0,8,512,512,48,0
473,"face icon stylized minimalist inuyasha, loftis, cory behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination ",20,7.0,8,512,512,53,0
40981,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 ,20,7.0,8,512,512,1,0
8383,"a vibrant!!! ultraclear sideview waist up portrait of mickey mouse wearing black cape hoodie by laurie greasley and rene magritte, etching by gustave dore, intricate, sharp focus, illustration, highly detailed, digital painting, concept art, masterpiece ",20,10.0,8,512,768,56,0
31623,"maintenance woman who is high ; dreamy smile on her face, smoke in the background, pensive expression, bokeh, graflex ",20,7.0,8,512,512,29,0
48066,kermit the frog on acid in the woods by john chamberlain ,20,7.0,8,512,512,13,0
43362,"a portrait of louis armstrong holding a white handkerchief, by kehinde wiley, dramatic lighting, highly detailed digital painting ",20,8.0,8,512,704,23,0
19422,"The infrastructure of humanity, beautiful, detailed, digital art.",20,7.0,8,512,512,12,0
12761,"original chibi bunny girl, low poly 3d model Ranking number 1 on pixiv",20,7.0,8,512,512,17,0
59128,portrait of the hairiest man alive,20,7.0,8,512,512,7,0
21850,sunbeams smoke polaroid,20,7.0,8,512,512,6,0
53019,"anime style, realism, chibi, full body, a cute girl with white skin and golden long wavy hair holding a violin and playing a song, heavenly, stunning, realistic light and shadow effects, happy, centered, landscape shot, happy, simple background, studio ghibly makoto shinkai yuji yamaguchi ",20,14.0,8,512,640,65,0
43674,"a wholesome animation key shot of a wizard in his wizard house, studio ghibli, pixar and disney animation, sharp, disney concept art watercolor illustration by mandy jurgens and alphonse mucha and alena aenami, pastel color palette, dramatic lighting ",20,15.0,8,832,512,58,0
38084,biomechanical dieselpunk avatar of pestilence 4 k unreal engine artstation cinematic mood lighting by emil melmoth h r giger brian froud gustave dore albrecht durer hieronymus bosch greg rutkowaki ,20,7.0,8,512,512,50,0
22275,"a skater heading towards a black hole, in motion, spherical lens, closeup, golden ratio, cinematic, trending on artstation, deviantart and cgsociety, 8k, high resolution, hdr, proffesional,",20,7.0,8,512,512,52,0
51119,"all the lonely people, dynamic lighting, photorealistic dark concept art, trending on artstation, stunning visuals, creative, cinematic, ultra detailed ",20,7.0,8,512,512,30,0
14232,"Porsche made out of Lego, octane render, studio light, 35mm,",49,7.0,8,768,512,16,0
20458,"portrait of a young woman with dark blonde hair and green eyes wearing black glasses, photorealistic, high quality, 4k",20,7.0,8,512,512,25,0
22422,"a vaporwave palm tree, gradients, neon colors, glow, high detail, cinematic, unreal engine 5, ray traced",20,7.0,8,512,512,26,0
25177,"a chthonic dragon head art by Daniel Dos Santos, Beksinski, Giger, intricate colourfully painted carved wood paneling, dark souls, ivory and copper , artstation",20,13.0,8,1024,512,37,0
44217,"high fashion photoshoot octane render portrait by wayne barlow and carlo crivelli and glenn fabry, subject is a single eccentric man in a bright colorful vintage wes anderson uniform and a shiny metal mask inside a high - end exotic vintage boutique hotel lounge, very short depth of field, bokeh ",20,7.0,8,768,768,60,0
50994,"psychedelic angelic celestial being artwork of peter mohrbacher, frank xavier leyendecker, energy body, sacred geometry, esoteric art, divinity detailed, saturated colors, ",50,12.0,8,512,512,36,0
29347,"stormtrooper in a desert, unreal engine 5 ultra realistic 3d model, 4k",20,7.0,8,512,512,18,0
54851,"a beautiful digital painting art of a full body portrait of a female icelord, artwork by ismail inceoglu, trending on artstation ",20,7.0,8,512,704,29,0
32265,"a man reclines in a gaming computer chair weargin a vr headset and headphones holding a game controller, in a domestic interior filled with screens by james jean and luc tuymans and beeple and hernan bas and pat steir and hilma af klint, psychological, 3 d, dripping paint, high quality render, masterpiece ",20,9.0,8,512,640,70,0
52468,"a very detailed oil painting of a nightmare landscape scattered with eyeballs and bones, by beksinski, atmospheric, eerie, volumetric light ",20,7.0,8,512,512,28,0
4128,"medieval cities, lord of the rings, game of thrones, unreal 5, cinematic, 8 k, unreal engine, beautiful, smoothly, concept art, artstation, highly detailed, by wlop, by greg rutkowski, oil painting, by artgerm ",45,12.0,8,768,576,57,0
17777,"fusion between lamb and cobweb, pencil sketch, concept art",20,17.0,8,512,512,14,0
27160,Deadpool in a Pixar animation 4K quality,20,7.0,8,512,512,11,0
44060,"of an intricate murky colorful river with strange cute friendly happy creatures with huge eyes, long tongue, round teeth and funny face, appearing from the water, in the style of craola, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render ",45,10.0,8,1024,512,78,0
50180,"photo of a gaming computer with a cyberpunk city inside, 8 k, 8 5 mm f 1. 8 ",20,7.0,8,512,704,23,0
35769,"[ [ art deco ] ] 1 9 2 0 metropolis art deco architecture fantasy by jama jurabaev greg rutkowski tyler edlin, james paick, emmanuel shiru, victor mosquera, intricate elegant retrofuturistic highly detailed, artstation [ cyberpunk ] ",20,10.0,8,1024,512,58,0
54867,guy with horse head and human body ,50,12.0,8,512,512,7,0
8092,"realistic advertising photograph of a orwellian computer monitor in an urban office setting with blueprints and schematic drawings on each screens, ultra realistic, by cedric peyravernay, intricate detail, digital painting, industrial art style, mirrors edge art style, volumetric lighting effect, artstation, octane render, 3 5 mm film grain ",20,7.0,8,1024,512,70,0
28741,"close-up of a spaceship control panel being operated by furry hands, today\'s featured sci-fi photography 4k",20,7.0,8,512,512,25,0
50886,sticker snail cartoon whimsical ,20,7.0,8,512,512,8,0
36588,"cactus spaceship in orbit : : ultrarealistic, 8 k ",20,7.0,8,512,512,12,0
55250,"a close - up three - quarters profile portrait of a beautiful sorceress wearing a black robe with gold embroidery, casting a spell, green glows, painted by artgerm and tom bagshaw, highly detailed digital art ",20,7.0,8,512,768,45,0
7042,"joseph gordon - levitt retro minimalist portrait by moebius, crystalline, detailed illustration, sharp focus, crisp lines, jean giraud moebius comic illustration, 8 k ",20,7.0,8,512,512,35,0
48334,kim kardashian as a 3 d rendered cartoon pixar dreamworks disney ,35,8.0,8,512,512,17,0
40097,"white knight orientalism expressive face detail by theodore ralli and nasreddine dinet and anders zorn and edwin longsden long, bronze age, ancient world, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,768,49,0
50291,"ews shot of a beautiful sandstorm overthrowing a large municipality, shot by jimmy nelson and greg rutkowski, trending on artstation, artstation photorealism, cgsociety contest winner, photorealistic details, intricately defined, complexly detailed, reddishly dusty atmosphere, red lighting, 4 k ",20,7.0,8,768,512,67,0
43373,"a portrait of louis armstrong holding a white handkerchief, by jonathan yeo, dramatic lighting, highly detailed digital painting ",20,8.0,8,512,704,22,0
37634,"cyberpunk city side scroller, level design, retro, no characters, megadrive, high contrast, deep focus, turnaround, highly detailed, dramatic lighting, digital painting, artstation, concept art, matte, sharp focus, greg rutkowski, moebius, illustration ",20,7.0,8,512,512,58,0
19464,"highly detailed giantess shot, exquisite warframe fanart, looking up at a giant beautiful majestic saryn prime female warframe, as a stunning anthropomorphic robot female hot dragon, looming over you, elegantly posing over you, on a beach on sunset, sleek bright white armor, camera between towering detailed robot legs, looking up, proportionally accurate, anatomically correct, sharp detailed robot dragon paws, two arms, two legs, camera close to the legs and feet, giantess shot, furry shot, upward shot, ground view shot, leg and hip shot, elegant shot, epic low shot, high quality, captura, realistic, sci fi, professional digital art, high end digital art, furry art, macro art, giantess art, anthro art, DeviantArt, artstation, Furaffinity, 3D realism, 8k HD octane render, epic lighting, depth of field",20,13.0,8,576,576,186,0
21771,cute fluffy happy baby panda cub playing in spring landscape with lake and flowering trees detailed painting 4k,20,7.0,8,512,512,19,0
28677,A fly drinking soup,20,7.0,8,512,512,4,0
32031,"ape portrait in profile, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",20,7.0,8,1024,1024,60,0
28641,"a realistic anatomical human heart, inside a glass box, raindrops, rain splashing, photography 50mm f1.4",50,7.0,8,512,512,25,0
10351,"a black and white photo of a young man, a character portrait by henry justice ford, tumblr, 1 9 2 0 s, studio portrait, tintype photograph ",20,7.0,8,512,512,34,0
13738,"Grim Reaper with golden skull walking a foggy battlefield : white paper : black ink : intricate ink detail : sunset : hourglass : black roses : baroque : neoclassical : ethereal : gazing into a memory : golden ratio : Fibonacci spiral : symmetrical : by Peter Paul Rubens + Jacques-Louis David : intricate ink illustration : intricate detail : volumetric lighting : cinematic lighting, tattoo, passage of time hourglass",20,7.0,8,512,512,84,0
